Date publication;Type de publication;Titre;Libellé recommandation;Destinataire 1;Destinataire 2;Destinataire 3
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : définir au niveau régional un cadre de coordination des actions menées dans le domaine de la recherche, associant notamment les CHU et autres établissements de santé, les universités, les organismes nationaux de recherche, l'agence régionale de santé (ARS) et les collectivités territoriales.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : au niveau local, renforcer la coordination entre le CHU et l'université pour l'ensemble du périmètre hospitalo-universitaire, notamment en mettant en place une instance commune de concertation.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : synchroniser les calendriers de conclusion des contrats pluriannuels des CHU et des universités, et les faire précéder d'une évaluation par le HCERES,;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(CHU) : déterminer des objectifs relatifs à la formation et à la recherche au sein des contrats contrats de pôle hospitalo-universitaire.;Ministère chargé de la Santé et des affaires sociales; ; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;(MSS, MESRI) : définir pour les personnels hospitalo-universitaires des obligations de service à mettre en oeuvre dans un cadre contractuel,;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
17/01/2018;Rapport effectué pour le Parlement;Le rôle des CHU dans l'enseignement supérieur et la recherche médicale;"(MSS, MESRI) : évaluer périodiquement les personnels hospitalo-universitaires sur sur
l'ensemble de leurs missions, y compris managériales.";Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Éducation nationale; 
08/01/2018;Référé;L'aide à l'insertion professionnelle des personnes handicapées : AGEFIP et FIPHFP;Redéfinir les objectifs de la politique d'insertion professionnelle des personnes handicapées à partir d'une analyse précise des besoins.;Premier Ministre;Ministère chargé de la Santé et des affaires sociales;Ministère chargé du Budget et des comptes publics
08/01/2018;Référé;L'aide à l'insertion professionnelle des personnes handicapées : AGEFIP et FIPHFP;Déterminer le financement nécessaire de cette politique sur le long terme et fixer en conséquence les modalités de la contribution à la charge des employeurs privés et publics. ;Premier Ministre;Ministère chargé de la Santé et des affaires sociales;Ministère chargé du Budget et des comptes publics
08/01/2018;Référé;L'aide à l'insertion professionnelle des personnes handicapées : AGEFIP et FIPHFP;Evaluer l'intérêt de maintenir le FIPHFP plutôt que, par exemple, mettre en place des mécanismes d'affectation directe de crédits.;Premier Ministre;Ministère chargé de la Santé et des affaires sociales;Ministère chargé du Budget et des comptes publics
08/01/2018;Référé;L'aide à l'insertion professionnelle des personnes handicapées : AGEFIP et FIPHFP;Recentrer l'AGEFIPH sur des missions spécifiques, établies en complémentarité avec les dispositifs de droit commun.;Premier Ministre;Ministère chargé de la Santé et des affaires sociales;Ministère chargé du Budget et des comptes publics
14/05/2018;Référé;Le Comité de gestion des ?uvres sociales des établissements hospitaliers publics (CGOS) et l'action sociale hospitalière;"(CGOS, État) exclure les prestations « maladie » et « départ retraite » du champ de l'action sociale déléguée par l'État au CGOS et en tirer les conséquences en baissant le taux de contribution des établissements ; inclure éventuellement ces prestations dans un régime facultatif de prévoyance.";Ministère chargé de la Santé et des affaires sociales; ; 
14/05/2018;Référé;Le Comité de gestion des ?uvres sociales des établissements hospitaliers publics (CGOS) et l'action sociale hospitalière;(DGOS ? direction générale de l'administration et de la fonction publique [DGAFP]) faire paraître le texte d'application nécessaire pour définir et organiser un régime de protection sociale complémentaire dans la fonction publique hospitalière.;Ministère chargé de la Santé et des affaires sociales;Ministre de la Fonction publique; 
14/05/2018;Référé;Le Comité de gestion des ?uvres sociales des établissements hospitaliers publics (CGOS) et l'action sociale hospitalière;(CGOS) s'acquitter de l'ensemble des cotisations et contributions sociales auxquelles est assujetti le CGOS. Le cas échéant, recourir au rescrit social prévu à l'article L.243-6-3 du code de la sécurité sociale.;Ministère chargé de la Santé et des affaires sociales; ; 
14/05/2018;Référé;Le Comité de gestion des ?uvres sociales des établissements hospitaliers publics (CGOS) et l'action sociale hospitalière;(CGOS ? DGOS) soumettre les correspondants du CGOS au régime légal des mises à disposition de personnels et au remboursement par ce dernier de leurs services à l'établissement employeur et définir les relations entre le CGOS et les établissements dans le cadre de conventions de mandat.;Ministère chargé de la Santé et des affaires sociales; ; 
14/05/2018;Référé;Le Comité de gestion des ?uvres sociales des établissements hospitaliers publics (CGOS) et l'action sociale hospitalière;(direction générale du Trésor) prendre les mesures nécessaires pour faire entrer la CRH dans le droit commun applicable aux fonds d'épargne retraite relevant de l'article L. 441-1 du code des assurances et préserver les intérêts des agents hospitaliers adhérant à la CRH, conformément aux principes énoncés au I de l'article L. 141-7 de ce code, et, dans ce cadre, prévoir, en 2019-2020, un audit de la situation du régime de la CRH pour redéfinir, si nécessaire, la trajectoire et les moyens de son redressement.;Ministère chargé de l'Économie et des Finances;Ministère chargé de la Santé et des affaires sociales; 
14/05/2018;Référé;Le Comité de gestion des ?uvres sociales des établissements hospitaliers publics (CGOS) et l'action sociale hospitalière;(État ? DGOS) exercer, à l'aide d'un contrat d'objectifs et de gestion (COG), une surveillance effective du mandat que reçoit le CGOS, dans le cadre de l'agrément prévu à l'article 116-1 de la loi du 9 janvier 1986 et en cohérence avec la politique d'action sociale hospitalière à définir par l'État.;Ministère chargé de la Santé et des affaires sociales; ; 
23/01/2018;Référé;Le dispositif de décote du foncier public en faveur du logement social;Simplifier l'organisation de la cession à moindre coût du foncier public, qui repose actuellement sur de trop nombreux dispositifs.;Ministère chargé du logement;Ministère chargé du Budget et des comptes publics; 
23/01/2018;Référé;Le dispositif de décote du foncier public en faveur du logement social;Recentrer géographiquement les procédures de décote sur les zones tendues et en déficit de logements sociaux;Ministère chargé du logement;Ministère chargé du Budget et des comptes publics; 
23/01/2018;Référé;Le dispositif de décote du foncier public en faveur du logement social;Publier le montant des décotes accordées par logement;Ministère chargé du logement;Ministère chargé du Budget et des comptes publics; 
23/01/2018;Référé;Le dispositif de décote du foncier public en faveur du logement social;En cas de cession de foncier par la procédure négociée ou par mise en concurrence, imposer une clause de garantie de construction de logements locatifs sociaux lorsque le terrain est vendu en deçà de la valeur de marché.;Ministère chargé du logement;Ministère chargé du Budget et des comptes publics; 
23/01/2018;Référé;Le dispositif de décote du foncier public en faveur du logement social;Pour les dossiers importants, inclure par avenant la possibilité pour les services de l'Etat d'effectuer un contrôle financier a posteriori de l'équilibre économique des opérations décotées, en prévoyant le cas échéant, des clauses de sanction financière.;Ministère chargé du logement;Ministère chargé du Budget et des comptes publics; 
13/03/2018;Référé;Les rémunérations et le temps de travail dans la police et la gendarmerie nationales;Mettre en oeuvre, sous l'égide du secrétariat général du ministère de l'intérieur, responsable ministériel des ressources humaines, un dispositif d'analyse comparée, sur la base de carrières-types, de l'incidence des mesures catégorielles adoptées dans la police et la gendarmerie nationales.;Ministère de l'Intérieur; ; 
